Plate ID,Reports Count,Plate Issuer,Plate Status,Unique vehicles,Tags,Seen at Whipple,Plate Record Notes,Images,Last Seen,Last Location Seen,Plate,Submit Report
MPR757 (MN),1,MN - Minnesota,Confirmed ICE,Black SUV Jeep ,"ICE agent(s) seen in vehicle, Present at raid or abduction, Erratic/aggressive driving, Tinted/blacked-out windows",,,,1/12/2026 1:22pm,ST CLOUD STAR MALL,MPR757,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MPR757&prefill_Plate+Issuer=MN%20-%20Minnesota
MRA0747 (PA),1,PA - Pennsylvania,Highly suspected ICE,Silver SUV Nissan ,,checked,,signal-2026-01-11-143614.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/-sVqBfWyiHy3GT8r4t9HUQ/x3QYpVG1g1TQ57JNVH81FLfDgbR2mYkVHX80zP41vw3k0A5DO2SWu4cggL9D6-x5xqBQIvFPU0aShJIKQQFFpLbtlC7soBso0uIlvATMB4Y5moCKtoXHaOFYQdvWsfjBa32wVbOMTBisjQcW8Rn6bXPjwKjfMxqAtfr3eLRjnolWysGu8KJljtuyhh0umg7I/zNK8rEFN0XMlejrz5WHOS0QJ6Ogw9NQh5Qf364D-xPI),1/11/2026 2:36pm,Whipple,MRA0747,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MRA0747&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MRA3470 (PA),3,PA - Pennsylvania,Confirmed ICE,"Black SUV Volkswagen (VW) , Dark Crossover Volkswagen (VW) ",ICE agent(s) seen in vehicle,checked,,"Screenshot 2026-01-11 at 1.46.08 PM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/o1ZoDQwiTHNO2oTJgJvtOA/dtA2wRH5HR-yaVFKkyaVpFbiREwnt3mhowyToU2CR8NxzvWReCsJ2jomnliw2inUQ5hyAt5d6zrO1FtlUckj_lOFeUV3mNQkoVL74rE_Kqw57OrezDlG16Gyl8jo0_3Xlkx69y0Vp0UH8ExrJEonwTg4LJD0MJ22FGq1LRqAkVpsjEd1GJPKHdidnxi_DHT-/sow4C05d_RZ1UUNXDSaoFM15XeSU3AwQpyyGb5rllQE),signal-2026-01-09-082535.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/QCD--RyJ38cIU3ChdYnGrQ/nrgNEEpnF5xt4v3JFgAVrDvmkmjftCYIk9yZ4DDj__HzTp6m4KKm-FRiNEfbrSljvZ0k8vpz9q-zbjd3uzzc8-AaUijiMpPAQPJjzG6AMekv1aNtgT2QZ7lAe2i2Gv9UWtuQv1yjG0GQySRJ5rOBbiX2gKiOKV4lbaa3ttH_XJPknDsV_wDJuJ0h1Rz9sJH4/tazr2rMAd1GAzQXNWQ2zxJB7oTalqYwgMtvqP59Z8u4)",1/14/2026 7:30am,,MRA3470,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MRA3470&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MRG2924 (PA),2,PA - Pennsylvania,Confirmed ICE,"   , Gray / grey SUV Subaru Outback",ICE agent(s) seen in vehicle,checked,,signal-2026-01-16-124151_002.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/bSxDKGBKqbifgI_YN8Vq9Q/SbBYIIDQYjvY5KGWagUfiQQ6AXas7blkysEZwZxgswuzfbkzhaYP6RVs2vM8n2koZsA-35jfzmFrbqLtlELrZ3-Wr-JgOWaZCdLDJ_V57gW25wgLgB72MF4uBO83nHhLMaO033XnsMpJQzS8B1MtqrgFXcRjvOzVY8VN7aI8914oX5Hm1hBHW1VmAVsUVkGX/gURTGBvtL1EaOMY2ChU6nLqv-djrsKT38NlDB1u53i4),1/16/2026 12:41pm,Whipple,MRG2924,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MRG2924&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MSH6185 (PA),1,PA - Pennsylvania,Highly suspected ICE,Black SUV Chevrolet (Chevy) Equinox,,checked,,aae6c00cdad2937ef0aa8da692144d9df95437500a467d57de99b89118f3224f.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/mz5WqaA3qWKQ2IoFFUoCvw/XbZblyllqYDYc8H3aCi7CYsbaFj230OdA-4TWPGVLkW9bs0z2To8fMAcWUF_c1Q6mBxy_gbctA7UuYrEZPwvdyEkfPEUPnemh9mKrGiJkIQ5ia4nBuowz2M9Oma3LIBPzLsNJaRgYugLTVsOMkBttf2U2jpqa-hYL23u4A-a6scHuUUYtTsHW5JrOxTN9XAgEhCQ3BbhCHl45_jaDBseUW8t41CwkY17vSPWbXgFu6E/8bQMQ8yQkzPh3fvnvy-1vRJUVfJ6PdWc-nI46-RoFrs),1/17/2026 2:00pm,Whipple,MSH6185,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MSH6185&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MVJ0550 (PA),4,PA - Pennsylvania,Highly suspected ICE,"Black Sedan Toyota Corolla, Dark Sedan Toyota Corolla",Missing license plate(s),checked,,"IMG_2494.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/8uvj3MfVgx-aW8Io-8G1Qw/moDpRyfdtUintmoQw_yll6dm7aVg_k1qAi-Fj9m77RFlzZMoR0nEi1uPLbxMmZO5XGzyzGuDCfaFcA2Nfdzk4fY0wA_t6hsI_TltjpAKaBouBEM-79POhydSpH18LaWQ2qjN7-yagguFyKr_QVLDyi8Lg-mLkVNgf5X2CZBFGok/9Bn7LwQdkQ-lM1Tcu5wuvt7hox5NAhYOmKqVOdl3Zbc),bcb27f7f3bb8c90c2bf7538e24fd1c252e3c36e4d160f82b8ed0c5920b166676.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/mcxi3X3eiJZPnQXsY3nXfQ/9WLLHZjvt6oPk3kvuixltSfXrLs-4Vmg_kWeLmANYDGj0aIyqiq6K7FyDd-4sUxjLSmwwkrQB-gnbGMntg8idH3Mag-d-4i3oNJCgIm4ZvCw7M98KzJz2ZRqB9laY3auvv5WDCcSxqTYWl-7qvK6xYkiE7URwLR_H2rOZl9qhnK5zFW2d7SiNxPp53p97UMX1VLbsGmBH_J7P3nYAsR2W9tPZGUVwN0nvFUoiEO_5X0/ebYy-U-ZGD4KKFIqrc9Pjih-d_2QSJvOZ1twHF6-02k),signal-2026-01-16-134558_013.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/_oCkuW1lnqdV6vqbAdF5Lg/e-ZJI-4KmYXxghdMV2EKTWy5H1nyyTplueHThP0fkLC2orVEm5NzbQc9GzDJnODuZZlQNtpgd3LkUH79Pxl61dVAvav4yMhO1xNKVzmzgPajhGi0jT4EsGPdrArfMsYCCfTzSZeuELRETOA-RsAA3AkPbbujQTcdOGliKyzdjXbTAqqvEpklhKePmJHx-KV8/0paujyBaHQ6OKHb2M56FS7sUbBkk91cshe6jHhf1FZ8)",1/16/2026 1:45pm,Whipple,MVJ0550,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MVJ0550&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MVM399 (MN),1,MN - Minnesota,Confirmed ICE,Blue SUV Jeep 4x4,"ICE agent(s) seen in vehicle, ""Intimidation (observing, filming, etc.)""",checked,,,1/3/2026 3:42pm,Whipple,MVM399,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MVM399&prefill_Plate+Issuer=MN%20-%20Minnesota
MVS0037 (PA),2,PA - Pennsylvania,Confirmed ICE,Gray / grey SUV Dodge Durango,"Present at raid or abduction, Involved in abduction, ""Intimidation (observing, filming, etc.)"", Seen with known ICE vehicle",,,,1/2/2026 9:00am,"676 Bielenberg Dr, Woodbury, MN 55125",MVS0037,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MVS0037&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MVS299 (MN),6,MN - Minnesota,Highly suspected ICE,"Black Sedan Hyundai Sonata, Gray / grey SUV Ford ,    , Black SUV  , Gray / grey SUV Ford Explorer","Seen in a convoy, Seen with known ICE vehicle",checked,,"IMG_1045.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/w9sVNqU98Xwf9oaJFoVCqA/w-AhIGRpjX-3kELS3IJlPvW3t8jUliFU33Bcq_Re6-O9QusWWwtbGcgL52KzB_zDVOhgIWNypOqaffXhxAzxkaJjx7zAFw3wPoBywxfDDYQfCjPi-knEBmOyuwWXNe8Mp1i-hNkWk815KwGSTKvmtJZKSBTpqBjLCWf399OVxO4/FU0xPJbywIwaEssG6f6svzQ9FwwKdRj-J4-xBKqt9iM),signal-2026-01-09-110441.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/PioNxFWm5q5spuCrB1iMbw/cOVmXpSr8ombinCP6BUpWqEYhRYQL5sLogj5uB4hwtjNF6sIOpwHCXzVAlVTXnxBfwfUfYc4bultXIrCsSHOtTBfEU6Lz1rYRAetpBJj7zB28CS4sBE4R8HPV763E2T2aInhmLiCVXUTZJ_6n862zObT2Dmo03Dq-HL3KG7EOMKtnKrSTyqCxggQh8Ib1J2y/gNK5payp89eh84HGF05BnlNqlK_ZLcy1xp472RAVuD0),Screenshot 2026-01-11 at 2.07.14 PM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/S-oQf7jFs3GQEnk4aQIO1A/isr8nNcce4qFlZIEztfVuec-eCl2seLnDw2B3Uf2Nqrt2UHIPCN9-IotAUSbeDEhx_ENtCeuIOkptAys3nuXPV6UABlKC6iWJIX82Bo6IetUI-8QPiSjOFvknrNTSJ6Iw-3gbMwMlaKy-7k9-Rrh9WCSDlTzry_YbM0rpPZ1QhWTi0HvAXKmSuQsy9VetVeg/qz39p8R-8WFdCzDAvLlu_Pf7J_60br4ok_TnB_-5ImI)",1/11/2026 7:30am,Whipple,MVS299,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MVS299&prefill_Plate+Issuer=MN%20-%20Minnesota
MVT8237 (PA),2,PA - Pennsylvania,Highly suspected ICE,"Black SUV Chevrolet (Chevy) Tahoe, Dark SUV Chevrolet (Chevy) Tahoe",,checked,,"signal-2026-01-16-125248.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/OCV6jtMZl6JQkDE8_RLLEQ/7ZzQDK_pSVr_w2Ne-hClyVheZQgnmDKe4uGHkRS-HyqUSKyNt1MA9CQcpiNdwf9yKr6ywmPSak-Ff5qVLt08lmlonpWBUcOBIN0cbVDBYIciR9HrTioM6gQPCNYtJHJSC-eeMj4N50SoyLSoNTsZkI5OYo3pqsR1XHpoBwHdM001Z0DfNKdik04qkol2Lmmc/SJPytlVXSZqq28AizrmCPw5iZwd_dsUcehMPvlBrDAs),signal-2026-01-16-131217_032.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/PdXGH9dXpJ_g3jokNpyj2g/ScE3rhWt3ur8m5D3V-0a8SPas71Puys1Ia2rNSkG4NuC0dIIaJBRAuUhkK6BLJAMhYeMDgjdRjPJfHMRDKFmaVq4EH6akyqHzG63EvyHobzfk3CnMJRVU1bCk7zryuoHoz2CpXZDnlpx9dP8--vTlzku4K1Zhh856wzZi-oA8ZR-BVzM8kRdFJ9ceTKDUf9A/W_vaOw3UtsYqeaxiLzbtZ8KNVIP2oAdzsU8yrbXOWpk)",1/16/2026 1:12pm,Whipple,MVT8237,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MVT8237&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MWA186 (MN),1,MN - Minnesota,Confirmed ICE,Black Truck Ford F-150,"ICE agent(s) seen in vehicle, ""Intimidation (observing, filming, etc.)""",,,"IMG_8320.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/iV0ayrZBYjM9lEBvaRk-WA/nxGmEi_d57bGx_iu8GVFmHKZ4RhCN1xI7stiT1hJKVMOGFddFSFGQZQvyjjtfKMFGcWr9D-tRAouOO5jwhLRHD-F8bamral8NN9bSICJTIVRcucYu5SH7y2YeJuMwvbb0WFYqpl_p3vALoSjq6jjoN4DtMooztiL9EbXTdzKnH4/kqkg_Vg-qnBZMoJq763hgvsRjWc6Nb6UkNQydaI7te8),IMG_8322.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/M6GTLvY8xDpIyBZ16qzRCg/txVMd5WG8cRmBKGtNoyQqI9jYWBpp5rygyxk7qYLgUuk4yPv8x3opP9pEqK3C17LFtg9MoDc5ntTNTWxMhJ8ELeZT9D1ZEULebM21wZOWgsHTvA4HotHjqZMsNuiB-NS1wBC59uk3zf5lFV40Mm9MsD_jwWJ19CnGZUhPREmpEA/T9Ol3n4Nw8Z1oqNMf7H1_Kh5q0An4CUz0VM-dKFd2Rw)",1/9/2026 12:35pm,"541 Ohio St, Saint Paul, MN 55107",MWA186,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MWA186&prefill_Plate+Issuer=MN%20-%20Minnesota
MXS8899 (PA),1,PA - Pennsylvania,Highly suspected ICE,White SUV Chevrolet (Chevy) ,,checked,,,1/14/2026 3:29pm,,MXS8899,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MXS8899&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MYC2858 (TX),1,TX - Texas,Highly suspected ICE,White SUV  ,,checked,,,1/16/2026 11:47am,,MYC2858,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MYC2858&prefill_Plate+Issuer=TX%20-%20Texas
MYC2989 (PA),2,PA - Pennsylvania,Highly suspected ICE,"Black SUV  , Dark SUV Toyota ",,checked,,"signal-2026-01-16-102906.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/lVXMzeDPbGg6lcojLdtbRA/0fEiSzKlccu508bWR5y4s_zdj94HCtuLskR1MeKfYiF3FZGYWy99m2qgkV2BknaquhIXyMnamvViMmgLjpgLMkGcU4YIix-qLAAkUxSaD7ka8wGGPxR6B9oSIhUF_eqY7NI_9VwPsf_qlDuzBWb2bw_r3Ks5f9pRjp9x4ba-CZuC0XSr_K9AURtpymD2-Xp2/hBzOiO-8xZ9-PTYmTVlSLY62YL5O2-S0m0wx9QQt1yc),signal-2026-01-16-121600_014.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/lLO7cPEB6orfzgQ5JvWJ1A/gds2L3aNIi-U8STkJU7zDQx1k_8AQtbDk_bEAirxbHCmiuh8_WrRoYtUvSV3JhEdOjnig_f6FoPXwKFCfrSgOFM3m3zWYBV-UUgGdOj8QXLA4Uy1QfxSyPITHF0nHmdJBLoNQnCn0NZfqyEdEIx16AicsazXvUxKWZKatSnuwrLwsHc4oZAUInkh17The1zi/3nvyBachSHmaj1imBSwlC0CJdRbjZfGWO07cDMPA5Mc)",1/16/2026 12:16pm,Whipple,MYC2989,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MYC2989&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MYG208 (MN),1,MN - Minnesota,Highly suspected ICE,Blue SUV Mitsubishi ,,checked,,,1/5/2026 3:28pm,ICE lot,MYG208,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MYG208&prefill_Plate+Issuer=MN%20-%20Minnesota
MYZ0400 (TX),3,TX - Texas,Highly suspected ICE,"White SUV Chevrolet (Chevy) Tahoe, White  Chevrolet (Chevy) Tahoe",,checked,,,1/10/2026 6:42pm,,MYZ0400,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MYZ0400&prefill_Plate+Issuer=TX%20-%20Texas
MZ0815 (CO),1,CO - Colorado,Confirmed ICE,   ,"ICE agent(s) seen in vehicle, Present at raid or abduction",,,,1/6/2026 7:00am,991 Payne Ave,MZ0815,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MZ0815&prefill_Plate+Issuer=CO%20-%20Colorado
MZD815 (CO),1,CO - Colorado,Highly suspected ICE,Silver   ,,checked,,,1/18/2026 7:22am,Whipple,MZD815,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MZD815&prefill_Plate+Issuer=CO%20-%20Colorado
MZE3237 (PA),2,PA - Pennsylvania,Confirmed ICE," SUV Chevrolet (Chevy) Equinox, Black SUV Chevrolet (Chevy) Equinox",ICE agent(s) seen in vehicle,checked,,,1/11/2026 3:00pm,Whipple,MZE3237,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MZE3237&prefill_Plate+Issuer=PA%20-%20Pennsylvania
MZK3771 (TX),10,TX - Texas,Highly suspected ICE,"Black Truck RAM , Black Truck Dodge , Black Truck  , Gray / grey  Dodge , Black Truck RAM 4x4, Black Truck Dodge Other (describe in notes)",,checked,Also entered as MKZ377,"da5b59ad434155fc7a5d5fa63c4b5b94725f356d7f4e666719de271796d09842.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/swPtMGb6L0hTS1R88_FMSw/9N2e2bXNxsLwI3rvJq-0nC9-CK1dDFMkOv854ATeVCBsO-qVc3ntrV82tgCmsuuR2kWrcWr6Q8AVm6Kx1Jl6fmPDPQOHtw9D1fuso_n00mhZrxkCF8SZO_CHI9hT9FGgHc71h8ZeE4UW8V_3ChV7OA33x5mMrOWShYwBRxlcFXFrI_Eq68ccq4791Wi0QjcrVeUu-ZKQz3PemqTarclEPF4wWLBrI9rnwpWgVtXwHSQ/tnG2uNaXCyctFLOnMmzUdly3bFyC330qTCiiMLPYEZg),c32a259bdea06da1a0d57dad3f1de26e12adbedb697b78a660bc23a2c41d7edf.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/MQkX5W9DAm7JcvMKggonlA/C1Hq-DR9zR6lUIU3r8i4f_Sc5gkbCGXeV5XYnh9ChkmKWzusZSLi3CxrYR2XOVXb_mkAWHlGshtiQhsbd6LAhZrMbEHUwe8U2tzN9E5jJ-FlNfiOIHjm9OAGpewWmqyUQ63GyoyrEAFlESrwf5e9vfVsMpXJci9fjCHbTfONbU3jVqzUk7qlU669IA92naaMRdR-7qyJvo59AGfQTYmSNQbHEAUI_kWYwEPoi5e-11g/Gxsh95u-2OYrsuyE2TwLrqO-vaEPS4wBLCDTwIDoY3U),MZK3771-black-jeep-11.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/aHIeTBek--OkiPqs4hRsXw/L_VWDwnmrx0uxTBJgCv_1RY_ePBZDqdLxRZxGKuFF4OUztArxYsDWfCLH1hjSkXNCVhxUf7M-MTYwhoM1C9FdsUUHZhBzrvNMvdhAnFVmzMZf9GDKG_munEID58uq_X6xO7_rpNzy3PpSY6dXJNoc_B-Cvvx5NFOsG6-DF07Cr9SmRc5enEGaK7KaVrQ-NRH/EXVeqje3dNeZ9Q55Jlmjd8mB7K0HE2LByoi82dkRjD8)",1/8/2026 12:00am,Whipple,MZK3771,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MZK3771&prefill_Plate+Issuer=TX%20-%20Texas
MZO815 (CO),4,CO - Colorado,Confirmed ICE,"Silver SUV  , Silver SUV Lincoln , Silver   , Gray / grey SUV Lincoln ","ICE agent(s) seen in vehicle, Present at raid or abduction, Seen with known ICE vehicle, Tinted/blacked-out windows",checked,,"MZO815-Gray-fire engine-11.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/srfnC7qvEAHXPINZE-oqVA/ii3J3szNK602IAaQ1LjM-UEE00YIKZji6hXdcm9RZ91KjlgH0ijIeF2xyq-PwFd7BGgv_Yc7jwcE9gtgQinu-exOfjGgHkBaLVz5-9dpnGtR4QXzWw0p56PNK6BlY700G48Y007qXwTKJnTw4X653441zTyHIp54Eku6xy8rjSsTO5Jcy8noXc-mtpy114Dg/9FG0DRND1IPMi0BdNc9q4Yn8iNk-2tQryzkNquGpAII),PZrWfIIY_3Ti_FaqOk1tGKM8d-Ewv63KGT57dOFX_Xs (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/HTjCP46FlhjZ2NRCjuzIaA/pZyC_jGwfcCWn2wXfF0uKM7LVdEuzA0ny_B_T3FGZDLtO6CIMuFbKg8KydAfNyyiRdcnr40mFUVXIUD1AuuQCqW_yA-2D88dLLLEeDYBcYhiMi-CYe-2eGON0_e3u-eOXil9ZxYSBTYFY6CAFC7mvQ/l14HltqliUFb8uWaq_aQsJDH658ot_aqmldQJif7TOw),signal-2026-01-18-082409_015.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/AhhX6c8TZn-0eYPC3U6ezA/_iz6QIxab2P8DtPphCNTc3LN-WPdKP6nVqieBuTV6Yv08HdOglb29SAu10wCrBuaIwOHvoFZgeeyccgzZAgWUxT9GTvc4bfEpDzc52CJYzqENhrMBOjdibyb1LQ4wJq_Bd1zd6Biz7l7sxeGshfo5wqwzsRlfKTPyynwfYXIC-yo44_R8Fedg3lRk3kuNkM4/VbSojkQx2pvCYd5NmjObOISzozf7JBRoj3EnrTI2fAA)",1/18/2026 8:24am,Whipple,MZO815,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=MZO815&prefill_Plate+Issuer=CO%20-%20Colorado
N62009,1,,Highly suspected ICE,Black Van Chrysler Pacifica,Seen in a convoy,checked,,,1/7/2026 8:10am,Whipple,N62009,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=N62009
N649765,3,,Confirmed ICE,White SUV Jeep Wagoneer,ICE agent(s) seen in vehicle,checked,,"0993b6c3d694333ca18554b5bde88caefbd86835a09c9b6dff2691b519e19f8e.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/mzNZ-o8MaBGFKairaPEgvw/xEmJhlCVJobeXLvLyfbgTQnCm5Fj8fhoWe-6dxi_pWthti4a4DJWyytR2pbPrIvJYM56JrCzHAqpIs31Kan45z4FXhH6qvzulQxPhhtAcRCdLvZ7FSm_CZUwbE7f3Vs98EOFvTfKxh_X_WO9OSnT6BQvVvgK8ah8l9eJotM1TR-_0DC0_6CW_HF5Kcra_vkOOGfZzIhpXqSx71bVxInIeBxLh_l9FHVZKviYC6TwZt0/EuBPZolSd6waTJGXH64HnHT1f45AsPF1lMurPPPupR4),Screenshot 2026-01-18 141532.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/v2ZyK9zyhhCNDRucHANS9A/wGvBwNDWunNdijpiuFqHVdvpCq0tkf5k9am-TYGIi3J3vaHUplSK0W-vL6f3Ava4a560ZgTpM1-L82fS6uoTpVyfNMvFkSeUhev9xxaCeNcFrBqhZORiEv6LkIyAB9VhzWBGDCZLXddI8eFr2edryGyA3qo32uNcBRVq46ZEfT9ivZM6AfdL8DX0vGYD-Tdp/Xq4Kk3zPcW3tXPPba7OJl_t0FTcZBT8HVkcTcrQYBko)",1/17/2026 10:08am,Whipple,N649765,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=N649765
N651518 (LA),2,LA - Louisiana,Confirmed ICE,"  Volkswagen (VW) Jetta, Black Sedan Volkswagen (VW) Jetta",ICE agent(s) seen in vehicle,checked,,,1/11/2026 3:00pm,Whipple,N651518,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=N651518&prefill_Plate+Issuer=LA%20-%20Louisiana
N652009,11,,Confirmed ICE,"Black SUV  , Black Minivan Chrysler Pacifica, Black SUV Chrysler ,    , Dark SUV Chrysler , Black Minivan  , Black  Chrysler Pacifica, Dark Minivan Chrysler Pacifica","ICE agent(s) seen in vehicle, Involved in observer arrest, Seen with known ICE vehicle, Present at other ICE action, ICE agent(s) seen in vehicle, Involved in abduction, Seen in a convoy, Tinted/blacked-out windows",checked,,"Screenshot 2026-01-09 at 1.21.22 PM.png (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/5yYLv30oMH6TiaLqBiJ_9Q/8XDzurF4mPm7LT5Lkd4exR_EkifvQQryfABdeRe3A4lf6PopMUOUSYYDLuES9BtskfUDXrGlayxufFApIdreD7BG-SkH-KCdnKw_0RVos4VU9OEA8wi5Lr-AVdlQhE8Zc4eucmHiPa21YWf6jOQ14vzxW_lt3Hz0fMzaljZTQTVXS0NrkTuam4-Q5PiU7yKq/ZF2pWij3KueGmouTnvusgkESk9BYPy4SobJhGpjAWVo),IMG_0260.jpg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/9daC5UJfmrjjXW6CRuZRgw/211cSQ7P96JN9xV6DBS1Q9Xx5XaeP9u9YAjS3HBTZ03eENpEj5EWwVuS9VQSEmCyPbOc-VUwMEtvF6BylkLIton44qkiznFjzbjNVlzsNYPPU5DcyZ0D7wa8gg7Z6MmRaH2zDYfPimCuZruFqbZFATexLonLbWo80eYw7gIp_Kw/VDMkMJekZEL0m1mJcM1yQzEUVEYYRmwag1Tio-Y6dvM),signal-2026-01-13-132046.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/_tVYuZdKeiaCXBeG8Xq58w/6ZNWCn-SIm0x2TGRvCRGBFdqGoNRGqc7qtaJ3VTDejh5SsCHeNXF4XFkzQJHDdfjP-PvGJJyfUX_53jiYMeX9iVps0MXaCfC7j19WqldFld16SxhEAsBoorFdt-7d6XrufD4DOxGMCKRSyIuuWuX9ogBsr1iuEVx5syR8-U8nE5t7fpBPCe9LLDG6x_UrRcC/tWn2YWhSp-RSlAv-yH51Q8ZU5gEFHp5gHjOrrZouGT0),signal-2026-01-14-133704.jpeg (https://v5.airtableusercontent.com/v3/u/49/49/1768874400000/xKZYgPjH0k4HINDGss7mWQ/kQ995ZbPkfxF3o8vuTs64hGAXHqDHpH4P3Lybf93VmXTx0UPPF3AyRqLCdTA2BPaLEDzWGQB0nPUrohaFYRWKyw9BDuxB0PTi7YdxTNg80qdKsIGuIDI4zMypcCwJgzoG1svU0a7QfD_8Z_65pqn7NFsRdBKRUqhCi-S58om4VoqyYhSZd1vmsldmhcoFDtM/P_negxj0XWa23DSf28xRN7nBpLE5VFvEQnAYLbhzNK8)",1/17/2026 1:30pm,,N652009,https://airtable.com/apprPhYEXiE9svCFc/pagzgcHmtZuMAMvZ1/form?prefill_Plate+%23=N652009
